2025-04-05, 1001, Laura Herrera DNI 33114523, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-02-16, 3345, Lucia Mendez DNI 38436260, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-02-12, 3346, Valentina Mendez DNI 33551895, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-06-18, 3347, Juan Sosa DNI 35053207, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-12-05, 3348, Pedro Diaz DNI 18055854, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-06-04, 3349, Marcos Diaz DNI 25605654, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-06-15, 3350, Ana Diaz DNI 28965534, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-05-10, 3351, Carlos Herrera DNI 41797003, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-08-02, 3352, Carlos Lopez DNI 30067490, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-01-26, 3353, Marcos Diaz DNI 20308413, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-09-24, 3354, Lucia Lopez DNI 13813828, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-05-21, 3355, Marcos Herrera DNI 30723897, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-02-24, 3356, Carlos Mendez DNI 41671452, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-04-21, 3357, Pedro Sosa DNI 27272959, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-09-22, 3358, Diego Herrera DNI 32218896, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-07-02, 3359, Carlos Lopez DNI 35027419, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-02-15, 3360, Valentina Fernandez DNI 34422252, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-07-15, 3361, Pedro Lopez DNI 38735213, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-09-05, 3362, Pedro Torres DNI 32625592, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-10-16, 3363, Valentina Gomez DNI 11262203, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-09-18, 3364, Laura Lopez DNI 15725667, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-02-11, 3365, Carlos Fernandez DNI 47178243, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-07-24, 3366, Valentina Mendez DNI 12831371, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-03-05, 3367, Ana Gomez DNI 27967512, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-01-24, 3368, Carlos Gomez DNI 15397907, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-08-14, 3369, Marcos Herrera DNI 38496636, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-04-02, 3370, Carlos Mendez DNI 23984428, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-03-01, 3371, Marcos Torres DNI 20758095, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-07-17, 3372, Marcos Sosa DNI 16839744, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-08-21, 3373, Marcos Herrera DNI 18433124, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-02-01, 3374, Pedro Diaz DNI 36593325, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-02-10, 3375, Pedro Ruiz DNI 16226956, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-08-19, 3376, Valentina Torres DNI 45503565, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-10-24, 3377, Diego Gomez DNI 24661926, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-02-27, 3378, Lucia Diaz DNI 38209370, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-05-14, 3379, Ana Perez DNI 21910753, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-04-16, 3380, Pedro Diaz DNI 25761219, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-10-10, 3381, Carlos Lopez DNI 26486460, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-02-02, 3382, Pedro Lopez DNI 36870069, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-05-22, 3383, Pedro Ruiz DNI 28344167, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-01-03, 3384, Sofia Lopez DNI 20360868, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-01-11, 3385, Carlos Gomez DNI 43420515, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-07-12, 3386, Sofia Herrera DNI 27972837, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-03-27, 3387, Ana Diaz DNI 15124024, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-12-03, 3388, Sofia Mendez DNI 22674274, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-04-02, 3389, Diego Lopez DNI 33442660, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-07-24, 3390, Ana Mendez DNI 40752564, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-03-27, 3391, Sofia Sosa DNI 41803922, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-04-02, 3392, Diego Sosa DNI 49401459, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-06-14, 3393, Ana Diaz DNI 20303494, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-05-28, 3394, Carlos Perez DNI 45771324, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-11-22, 3395, Juan Herrera DNI 39217934, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-06-18, 3396, Ana Fernandez DNI 16250763, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-07-23, 3397, Lucia Diaz DNI 16739480, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-01-03, 3398, Laura Torres DNI 11905062, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-07-15, 3399, Marcos Lopez DNI 27596039, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-09-23, 3400, Sofia Herrera DNI 41463406, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-04-12, 3401, Carlos Fernandez DNI 14537124, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-03-14, 3402, Laura Sosa DNI 41509783, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-05-04, 3403, Carlos Lopez DNI 35885326, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-10-23, 3404, Juan Mendez DNI 13425556, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-05-12, 3405, Sofia Herrera DNI 14474352, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-11-22, 3406, Lucia Herrera DNI 27421080, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-07-08, 3407, Lucia Fernandez DNI 36066141, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-10-05, 3408, Pedro Torres DNI 13872724, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-12-07, 3409, Juan Lopez DNI 37701556, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-01-11, 3410, Diego Ruiz DNI 19070186, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-05-22, 3411, Diego Lopez DNI 34578460, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-11-11, 3412, Ana Fernandez DNI 32231026, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-06-10, 3413, Marcos Herrera DNI 44731126, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-03-15, 3414, Carlos Ruiz DNI 29002790, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-09-25, 3415, Laura Ruiz DNI 43655881, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-05-23, 3416, Marcos Lopez DNI 18112328, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-12-22, 3417, Pedro Perez DNI 20040389, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-12-13, 3418, Juan Ruiz DNI 48666378, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-02-26, 3419, Ana Lopez DNI 43650785, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-12-11, 3420, Valentina Mendez DNI 36583400, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-11-24, 3421, Diego Ruiz DNI 42055845, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-05-11, 3422, Carlos Sosa DNI 15128058, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-02-03, 3423, Diego Lopez DNI 24698475, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-11-05, 3424, Juan Sosa DNI 21905657, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-01-21, 3425, Marcos Gomez DNI 47772771, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-01-10, 3426, Sofia Torres DNI 41746089, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-04-27, 3427, Sofia Sosa DNI 25692000, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-11-10, 3428, Carlos Gomez DNI 34890677, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-02-16, 3429, Laura Gomez DNI 45838091, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-06-20, 3430, Carlos Sosa DNI 20584679, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-01-07, 3431, Laura Fernandez DNI 18850222, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-02-21, 3432, Juan Fernandez DNI 20295175, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-03-20, 3433, Ana Perez DNI 38182271, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-01-27, 3434, Diego Perez DNI 26441618, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-04-23, 3435, Ana Torres DNI 26278368, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-02-16, 3436, Sofia Diaz DNI 39469003, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-02-10, 3437, Valentina Ruiz DNI 42138798, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-01-09, 3438, Carlos Sosa DNI 36832673, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-03-27, 3439, Sofia Sosa DNI 39491684, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-01-01, 3440, Laura Diaz DNI 44091686, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-03-24, 3441, Sofia Fernandez DNI 28177767, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-01-11, 3442, Juan Fernandez DNI 34924371, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-05-21, 3443, Valentina Diaz DNI 31592306, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-09-13, 3444, Laura Lopez DNI 47584781, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-11-08, 3445, Lucia Lopez DNI 30922192, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-03-11, 3446, Marcos Perez DNI 34004349, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-10-24, 3447, Valentina Mendez DNI 43500429, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-05-22, 3448, Carlos Torres DNI 32247002, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-11-09, 3449, Diego Diaz DNI 15792256, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-09-15, 3450, Sofia Herrera DNI 25767161, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-06-20, 3451, Juan Gomez DNI 28720816, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-11-20, 3452, Carlos Mendez DNI 19994129, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-12-15, 3453, Laura Gomez DNI 26512685, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-11-12, 3454, Marcos Lopez DNI 10333748, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-11-22, 3455, Sofia Mendez DNI 43204111, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-03-19, 3456, Sofia Mendez DNI 26485561, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-06-16, 3457, Valentina Gomez DNI 18944266, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-03-15, 3458, Ana Herrera DNI 33240791, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-10-20, 3459, Ana Lopez DNI 35020416, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-05-15, 3460, Laura Torres DNI 13768926, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-11-10, 3461, Carlos Torres DNI 16503993, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-06-15, 3462, Pedro Mendez DNI 33653662, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-04-26, 3463, Lucia Diaz DNI 41535869, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-10-28, 3464, Carlos Diaz DNI 20669868, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-10-20, 3465, Marcos Perez DNI 34606048, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-07-15, 3466, Carlos Lopez DNI 37437589, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-07-20, 3467, Marcos Diaz DNI 31477805, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-05-08, 3468, Marcos Lopez DNI 11682537, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-05-10, 3469, Sofia Diaz DNI 12083632, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-07-28, 3470, Juan Ruiz DNI 14295877, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-09-22, 3471, Pedro Diaz DNI 43431868, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-01-27, 3472, Sofia Ruiz DNI 12283031, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-03-17, 3473, Diego Sosa DNI 33569763, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-07-18, 3474, Sofia Perez DNI 31144738, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-08-10, 3475, Lucia Herrera DNI 13552268, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-05-19, 3476, Juan Mendez DNI 11182077, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-09-25, 3477, Lucia Mendez DNI 26842397, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-12-19, 3478, Marcos Herrera DNI 29654998, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-10-15, 3479, Juan Mendez DNI 29352506, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-01-03, 3480, Ana Fernandez DNI 33959885, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-12-04, 3481, Laura Torres DNI 21871571, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-01-12, 3482, Valentina Gomez DNI 49899706, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-10-15, 3483, Ana Perez DNI 48375486, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-01-13, 3484, Pedro Herrera DNI 38114769, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-09-18, 3485, Juan Diaz DNI 18691800, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-09-22, 3486, Sofia Sosa DNI 11060561, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-11-23, 3487, Carlos Sosa DNI 47614131, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-07-05, 3488, Laura Mendez DNI 21648495, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-05-06, 3489, Marcos Sosa DNI 33224951, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-06-13, 3490, Sofia Gomez DNI 34618714, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-12-14, 3491, Marcos Sosa DNI 10924490, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-04-24, 3492, Carlos Torres DNI 29002454, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-02-08, 3493, Sofia Perez DNI 18214832, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-05-24, 3494, Marcos Mendez DNI 10924169, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-10-06, 3495, Diego Gomez DNI 34773847, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-01-08, 3496, Valentina Lopez DNI 43860924, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-05-09, 3497, Ana Lopez DNI 16945435, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-08-10, 3498, Ana Fernandez DNI 12224987, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-12-01, 3499, Ana Mendez DNI 11778298, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-09-20, 3500, Lucia Ruiz DNI 34303689, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-01-13, 3501, Laura Herrera DNI 13953763, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-07-07, 3502, Sofia Perez DNI 48160908, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-12-23, 3503, Marcos Mendez DNI 17796471, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-01-08, 3504, Carlos Gomez DNI 25476253, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-01-13, 3505, Diego Lopez DNI 49869410, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-08-15, 3506, Ana Perez DNI 10865839, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-02-11, 3507, Carlos Herrera DNI 42387864, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-03-02, 3508, Lucia Lopez DNI 26186610, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-11-09, 3509, Valentina Mendez DNI 31658467, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-07-21, 3510, Ana Sosa DNI 46958433, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-11-12, 3511, Marcos Lopez DNI 12607303, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-11-25, 3512, Sofia Sosa DNI 47936102, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-10-17, 3513, Diego Lopez DNI 24444157, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-05-21, 3514, Carlos Ruiz DNI 26651810, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-05-17, 3515, Laura Perez DNI 15171250, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-03-24, 3516, Lucia Lopez DNI 22981984, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-07-01, 3517, Diego Diaz DNI 21294099, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-11-19, 3518, Laura Herrera DNI 46225097, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-03-13, 3519, Sofia Torres DNI 27087262, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-10-08, 3520, Ana Sosa DNI 40854421, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-12-19, 3521, Pedro Ruiz DNI 13120752, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-03-19, 3522, Pedro Herrera DNI 16264602, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-04-26, 3523, Ana Gomez DNI 14203093, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-09-10, 3524, Diego Ruiz DNI 15617711, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-01-14, 3525, Pedro Lopez DNI 12878985, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-11-14, 3526, Carlos Ruiz DNI 29302527, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-11-13, 3527, Marcos Sosa DNI 44719027, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-03-19, 3528, Valentina Herrera DNI 49970834, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-12-24, 3529, Ana Perez DNI 46297043, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-03-12, 3530, Sofia Sosa DNI 40095576, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-01-15, 3531, Lucia Lopez DNI 30111188, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-04-25, 3532, Carlos Lopez DNI 38193091, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-06-28, 3533, Marcos Ruiz DNI 45913548, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-06-21, 3534, Laura Mendez DNI 41251704, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-07-27, 3535, Valentina Lopez DNI 25562849, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-05-07, 3536, Valentina Fernandez DNI 43194989, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-09-22, 3537, Juan Fernandez DNI 41413774, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-08-02, 3538, Diego Fernandez DNI 48755254, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-08-09, 3539, Carlos Lopez DNI 19851393, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-02-18, 3540, Ana Perez DNI 42880010, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-10-24, 3541, Carlos Sosa DNI 32361877, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-07-11, 3542, Pedro Mendez DNI 24498596, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-07-27, 3543, Diego Fernandez DNI 13816931, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-04-03, 3544, Carlos Herrera DNI 47174564, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-08-11, 3545, Pedro Perez DNI 39455002, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-08-27, 3546, Diego Fernandez DNI 18370023, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-11-10, 3547, Juan Fernandez DNI 42880113, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-05-10, 3548, Marcos Torres DNI 20204734, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-03-07, 3549, Juan Torres DNI 38158481, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-05-28, 3550, Pedro Torres DNI 44002220, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-04-15, 3551, Pedro Perez DNI 44887831, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-06-17, 3552, Lucia Lopez DNI 27385563, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-03-11, 3553, Laura Perez DNI 40081990, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-01-06, 3554, Carlos Fernandez DNI 25750587, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-10-05, 3555, Diego Ruiz DNI 30600634, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-10-11, 3556, Juan Sosa DNI 30122402, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-02-25, 3557, Ana Mendez DNI 43330076, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-12-04, 3558, Laura Gomez DNI 24924978, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-09-20, 3559, Carlos Lopez DNI 11523390, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-02-27, 3560, Ana Gomez DNI 24732579, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-08-10, 3561, Carlos Sosa DNI 36925806, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-06-24, 3562, Carlos Fernandez DNI 40595929, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-11-20, 3563, Valentina Diaz DNI 25433271, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-09-23, 3564, Valentina Fernandez DNI 19205057, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-05-03, 3565, Laura Gomez DNI 48200710, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-03-24, 3566, Pedro Torres DNI 17834005, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-10-11, 3567, Marcos Gomez DNI 19810360, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-01-06, 3568, Laura Herrera DNI 45960501, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-02-28, 3569, Carlos Torres DNI 31909443, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-04-06, 3570, Valentina Lopez DNI 49106179, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-02-24, 3571, Juan Herrera DNI 13893569, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-11-03, 3572, Ana Ruiz DNI 17435699, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-08-06, 3573, Valentina Herrera DNI 31906897, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-12-19, 3574, Laura Ruiz DNI 31782699, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-03-16, 3575, Laura Gomez DNI 43280971, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-08-26, 3576, Sofia Perez DNI 38719796, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-03-04, 3577, Lucia Mendez DNI 12126856, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-10-05, 3578, Carlos Fernandez DNI 25280598, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-08-04, 3579, Laura Perez DNI 24103670, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-08-16, 3580, Carlos Mendez DNI 29241048, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-07-06, 3581, Ana Fernandez DNI 44620527, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-04-25, 3582, Juan Torres DNI 19865861, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-11-08, 3583, Sofia Torres DNI 38476891, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-05-18, 3584, Valentina Mendez DNI 18457711, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-04-18, 3585, Lucia Gomez DNI 29675986, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-10-28, 3586, Laura Sosa DNI 38556040, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-10-23, 3587, Laura Gomez DNI 11324405, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-06-26, 3588, Sofia Diaz DNI 43322139, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-05-16, 3589, Lucia Perez DNI 43094406, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-09-20, 3590, Juan Perez DNI 14848176, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-08-11, 3591, Lucia Mendez DNI 47889330, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-06-06, 3592, Sofia Sosa DNI 41269148, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-11-02, 3593, Juan Mendez DNI 19219782, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-01-20, 3594, Lucia Diaz DNI 18350121, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-06-18, 3595, Laura Herrera DNI 14402463, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-01-28, 3596, Carlos Perez DNI 28278961, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-09-01, 3597, Diego Herrera DNI 15898927, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-06-14, 3598, Pedro Lopez DNI 24657519, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
