2025-03-08, 1001, Lucia Perez DNI 12447474, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-01-26, 3607, Juan Diaz DNI 12731398, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-01-25, 3608, Sofia Lopez DNI 23638875, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-11-05, 3609, Carlos Diaz DNI 15310133, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-07-18, 3610, Diego Ruiz DNI 11475417, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-03-13, 3611, Sofia Mendez DNI 33959913, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-02-06, 3612, Carlos Diaz DNI 46526295, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-10-12, 3613, Valentina Lopez DNI 21991452, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-02-10, 3614, Valentina Herrera DNI 43084526, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-02-16, 3615, Ana Torres DNI 12741008, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-10-24, 3616, Ana Torres DNI 16855620, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-02-03, 3617, Diego Fernandez DNI 36345635, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-10-27, 3618, Laura Ruiz DNI 26978869, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-11-07, 3619, Pedro Herrera DNI 16885831, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-12-11, 3620, Juan Lopez DNI 26111127, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-11-23, 3621, Juan Herrera DNI 41612438, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-06-12, 3622, Lucia Torres DNI 17127198, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-02-24, 3623, Sofia Mendez DNI 23637386, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-08-15, 3624, Lucia Sosa DNI 25016678, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-08-11, 3625, Sofia Gomez DNI 16931411, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-06-06, 3626, Ana Fernandez DNI 47879191, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-01-18, 3627, Sofia Mendez DNI 11966921, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-11-02, 3628, Lucia Ruiz DNI 14040364, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-09-19, 3629, Marcos Gomez DNI 22967945, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-01-04, 3630, Ana Torres DNI 33167189, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-01-26, 3631, Lucia Ruiz DNI 28901156, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-11-15, 3632, Ana Torres DNI 19427459, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-06-06, 3633, Marcos Diaz DNI 37591161, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-11-30, 3634, Lucia Mendez DNI 27292042, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-09-17, 3635, Sofia Herrera DNI 46722092, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-01-12, 3636, Laura Torres DNI 40152808, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-03-07, 3637, Diego Perez DNI 26839353, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-02-12, 3638, Marcos Torres DNI 19578540, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-05-03, 3639, Lucia Lopez DNI 38795945, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-12-28, 3640, Sofia Torres DNI 34256763, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-05-17, 3641, Diego Ruiz DNI 33423980, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-08-24, 3642, Ana Perez DNI 17517749, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-06-06, 3643, Lucia Diaz DNI 23702095, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-11-18, 3644, Marcos Fernandez DNI 42698685, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-11-06, 3645, Pedro Torres DNI 26779916, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-08-19, 3646, Ana Mendez DNI 31532638, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-08-15, 3647, Valentina Diaz DNI 16129927, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-03-11, 3648, Laura Sosa DNI 41631313, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-04-03, 3649, Laura Gomez DNI 10854433, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-01-27, 3650, Carlos Ruiz DNI 15288803, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-01-28, 3651, Valentina Herrera DNI 37905965, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-01-07, 3652, Juan Diaz DNI 26632124, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-05-06, 3653, Pedro Fernandez DNI 25466248, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-03-10, 3654, Marcos Ruiz DNI 20582339, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-03-28, 3655, Laura Lopez DNI 23505997, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-11-23, 3656, Pedro Perez DNI 29599014, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-07-24, 3657, Valentina Mendez DNI 46609581, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-01-25, 3658, Laura Herrera DNI 23278974, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-10-24, 3659, Marcos Herrera DNI 49896165, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-09-25, 3660, Juan Sosa DNI 38307095, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-12-17, 3661, Pedro Torres DNI 31050066, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-06-27, 3662, Pedro Lopez DNI 32858709, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-10-17, 3663, Ana Gomez DNI 23799975, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-10-18, 3664, Marcos Diaz DNI 29019195, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-02-18, 3665, Pedro Sosa DNI 32690758, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-10-04, 3666, Sofia Torres DNI 44604430, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-07-08, 3667, Pedro Gomez DNI 30277812, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-07-18, 3668, Lucia Sosa DNI 16234015, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-10-18, 3669, Valentina Herrera DNI 38360623, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-11-02, 3670, Ana Diaz DNI 46340526, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-02-23, 3671, Marcos Ruiz DNI 20287843, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-02-20, 3672, Ana Lopez DNI 47930354, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-05-05, 3673, Laura Lopez DNI 20364354, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-06-20, 3674, Valentina Herrera DNI 38885438, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-12-20, 3675, Ana Lopez DNI 42522361, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-04-12, 3676, Lucia Ruiz DNI 17006918, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-08-20, 3677, Ana Diaz DNI 26221318, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-04-18, 3678, Pedro Sosa DNI 44069767, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-11-14, 3679, Lucia Mendez DNI 17132142, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-08-14, 3680, Laura Herrera DNI 35515597, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-01-07, 3681, Lucia Perez DNI 23001365, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-05-06, 3682, Juan Mendez DNI 27889878, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-03-26, 3683, Pedro Gomez DNI 36124719, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-03-02, 3684, Valentina Sosa DNI 37153053, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-06-30, 3685, Laura Torres DNI 39538139, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-07-29, 3686, Pedro Sosa DNI 12155321, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-01-19, 3687, Juan Perez DNI 42841303, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-12-02, 3688, Ana Herrera DNI 40212844, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-03-01, 3689, Ana Gomez DNI 17309782, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-07-03, 3690, Diego Torres DNI 33199809, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-06-14, 3691, Diego Fernandez DNI 40750581, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-03-10, 3692, Lucia Torres DNI 11632725, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-11-28, 3693, Ana Mendez DNI 25239545, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-03-28, 3694, Marcos Herrera DNI 37286654, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-05-01, 3695, Marcos Perez DNI 48651712, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-04-24, 3696, Diego Sosa DNI 14526210, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-10-18, 3697, Valentina Mendez DNI 14089937, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-12-11, 3698, Pedro Mendez DNI 31585714, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-09-04, 3699, Lucia Torres DNI 45496955, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-03-14, 3700, Ana Mendez DNI 36304144, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-10-18, 3701, Juan Fernandez DNI 41936322, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-09-15, 3702, Sofia Torres DNI 45239836, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-06-30, 3703, Lucia Torres DNI 35826668, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-08-17, 3704, Ana Gomez DNI 25332247, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-05-03, 3705, Sofia Diaz DNI 37251465, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-03-12, 3706, Valentina Torres DNI 14430703, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-06-16, 3707, Valentina Mendez DNI 22097486, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-08-03, 3708, Laura Lopez DNI 21206097, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-04-13, 3709, Laura Herrera DNI 28991663, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-07-03, 3710, Pedro Torres DNI 48454088, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-06-14, 3711, Lucia Lopez DNI 32913673, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-01-17, 3712, Lucia Fernandez DNI 28319358, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-07-04, 3713, Ana Herrera DNI 14163823, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-02-16, 3714, Carlos Ruiz DNI 47189910, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-04-14, 3715, Laura Diaz DNI 32439835, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-11-29, 3716, Valentina Torres DNI 24515114, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-03-01, 3717, Carlos Lopez DNI 44042363, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-04-02, 3718, Marcos Lopez DNI 35842031, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-11-13, 3719, Lucia Gomez DNI 17460958, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-06-03, 3720, Pedro Lopez DNI 32384362, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-05-17, 3721, Sofia Lopez DNI 35446978, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-02-19, 3722, Ana Herrera DNI 40347606, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-06-02, 3723, Diego Ruiz DNI 33095107, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-06-23, 3724, Pedro Herrera DNI 20862109, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-05-06, 3725, Carlos Diaz DNI 26707241, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-11-06, 3726, Diego Ruiz DNI 32457336, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-01-26, 3727, Laura Diaz DNI 20703255, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-03-24, 3728, Diego Torres DNI 46009899, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-01-27, 3729, Marcos Torres DNI 11963988, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-05-18, 3730, Marcos Herrera DNI 39762665, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-10-20, 3731, Valentina Lopez DNI 42949568, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-09-06, 3732, Sofia Ruiz DNI 12134984, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-06-12, 3733, Sofia Fernandez DNI 37510749, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-10-12, 3734, Laura Mendez DNI 39423977, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-12-19, 3735, Valentina Perez DNI 34103039, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-01-12, 3736, Carlos Perez DNI 13576368, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-03-08, 3737, Sofia Gomez DNI 42396314, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-08-15, 3738, Ana Herrera DNI 28557732, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-01-26, 3739, Valentina Mendez DNI 17641518, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-01-12, 3740, Marcos Gomez DNI 46299243, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-12-23, 3741, Ana Sosa DNI 41214298, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-07-30, 3742, Sofia Mendez DNI 45053292, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-01-03, 3743, Sofia Diaz DNI 34872003, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-05-01, 3744, Valentina Gomez DNI 32429751, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-01-29, 3745, Lucia Ruiz DNI 28253858, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-01-30, 3746, Juan Sosa DNI 36764126, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-09-02, 3747, Sofia Torres DNI 24295511, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-10-15, 3748, Marcos Gomez DNI 39247578, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-12-14, 3749, Lucia Gomez DNI 34264139, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-04-02, 3750, Diego Sosa DNI 28597962, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-12-16, 3751, Diego Ruiz DNI 10060311, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-03-21, 3752, Laura Sosa DNI 35755228, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-01-20, 3753, Ana Mendez DNI 44623059, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-09-16, 3754, Lucia Fernandez DNI 16269905, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-06-18, 3755, Diego Lopez DNI 37965806, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-03-07, 3756, Juan Diaz DNI 19571966, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-05-30, 3757, Marcos Gomez DNI 10122184, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-02-10, 3758, Ana Sosa DNI 28958579, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-10-04, 3759, Ana Gomez DNI 48063524, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-11-15, 3760, Lucia Gomez DNI 12347277, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-01-16, 3761, Valentina Gomez DNI 12965541, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-05-22, 3762, Marcos Herrera DNI 47093509, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-02-16, 3763, Laura Herrera DNI 29704429, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-04-24, 3764, Diego Gomez DNI 26322078, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-01-04, 3765, Valentina Ruiz DNI 39945818, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-10-03, 3766, Sofia Sosa DNI 49959921, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-06-25, 3767, Juan Diaz DNI 23248742, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-01-07, 3768, Laura Perez DNI 21547998, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-11-20, 3769, Lucia Lopez DNI 48158882, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-10-25, 3770, Carlos Ruiz DNI 23821722, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-12-19, 3771, Laura Sosa DNI 24937815, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-10-01, 3772, Laura Mendez DNI 23485016, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-04-22, 3773, Marcos Gomez DNI 23934403, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-10-09, 3774, Sofia Gomez DNI 20651933, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-12-12, 3775, Pedro Diaz DNI 20983027, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-06-20, 3776, Ana Ruiz DNI 40280620, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-10-08, 3777, Marcos Ruiz DNI 19389002, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-06-11, 3778, Ana Torres DNI 11762578, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-03-06, 3779, Valentina Mendez DNI 20443286, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-05-17, 3780, Diego Gomez DNI 48243288, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-01-16, 3781, Lucia Diaz DNI 30581458, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-12-02, 3782, Marcos Mendez DNI 39447243, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-02-01, 3783, Marcos Perez DNI 27882629, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-11-15, 3784, Valentina Mendez DNI 23722097, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-04-09, 3785, Valentina Gomez DNI 35152829, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-08-03, 3786, Diego Fernandez DNI 19909650, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-04-21, 3787, Pedro Fernandez DNI 30057135, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-06-03, 3788, Valentina Lopez DNI 49547369, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-03-28, 3789, Laura Perez DNI 11130615, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-03-03, 3790, Pedro Diaz DNI 27937134, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-06-10, 3791, Marcos Fernandez DNI 31758961, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-09-17, 3792, Juan Gomez DNI 47675466, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-08-21, 3793, Sofia Sosa DNI 39356345, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-04-12, 3794, Pedro Herrera DNI 42105822, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-02-26, 3795, Ana Diaz DNI 28596300, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-06-11, 3796, Ana Lopez DNI 15471607, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-02-26, 3797, Laura Ruiz DNI 42669122, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-05-04, 3798, Carlos Mendez DNI 22206746, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-05-24, 3799, Carlos Mendez DNI 42832303, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-09-10, 3800, Carlos Lopez DNI 31811825, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-06-16, 3801, Sofia Diaz DNI 40576414, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-02-02, 3802, Ana Herrera DNI 12568407, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-05-16, 3803, Diego Sosa DNI 32835762, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-09-26, 3804, Ana Torres DNI 25987086, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-03-10, 3805, Pedro Herrera DNI 43046242, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-06-15, 3806, Carlos Sosa DNI 33047299, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-09-13, 3807, Carlos Diaz DNI 26754008, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-12-16, 3808, Marcos Diaz DNI 39896386, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-06-30, 3809, Marcos Mendez DNI 17602925, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-10-17, 3810, Carlos Herrera DNI 15102595, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-11-26, 3811, Juan Fernandez DNI 23110091, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-11-28, 3812, Juan Fernandez DNI 18462040, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-10-11, 3813, Ana Ruiz DNI 12844967, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-10-05, 3814, Ana Perez DNI 36831227, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-07-18, 3815, Ana Ruiz DNI 22666530, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-07-09, 3816, Juan Ruiz DNI 31519161, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-07-25, 3817, Lucia Fernandez DNI 16739268, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-01-13, 3818, Juan Perez DNI 46972164, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-02-21, 3819, Lucia Perez DNI 37709852, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-06-02, 3820, Juan Fernandez DNI 13699618, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-04-02, 3821, Lucia Mendez DNI 22062336, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-10-08, 3822, Lucia Lopez DNI 35163766, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-11-30, 3823, Diego Sosa DNI 43361893, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-12-21, 3824, Lucia Sosa DNI 14924913, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-03-09, 3825, Carlos Diaz DNI 30105058, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-12-21, 3826, Lucia Herrera DNI 15528991, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-02-06, 3827, Valentina Perez DNI 49768655, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-05-25, 3828, Diego Mendez DNI 33369175, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-04-01, 3829, Diego Fernandez DNI 35632124, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-03-27, 3830, Juan Sosa DNI 45779080, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-06-11, 3831, Carlos Sosa DNI 44117272, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-08-19, 3832, Marcos Fernandez DNI 24564517, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-10-13, 3833, Marcos Ruiz DNI 29193640, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-02-21, 3834, Marcos Torres DNI 42181302, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-07-25, 3835, Marcos Mendez DNI 47782313, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-03-15, 3836, Juan Lopez DNI 25350019, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-06-01, 3837, Carlos Gomez DNI 43892684, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-01-18, 3838, Ana Lopez DNI 41961445, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-10-28, 3839, Valentina Ruiz DNI 41337171, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-10-16, 3840, Laura Sosa DNI 19089714, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-11-16, 3841, Ana Fernandez DNI 31899029, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-12-13, 3842, Lucia Perez DNI 35609421, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-10-14, 3843, Juan Torres DNI 38034195, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-08-09, 3844, Sofia Torres DNI 24298192, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-11-05, 3845, Diego Ruiz DNI 23686206, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-06-30, 3846, Ana Perez DNI 19152351, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-12-15, 3847, Lucia Mendez DNI 23773646, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-10-06, 3848, Laura Torres DNI 15854676, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-06-03, 3849, Sofia Mendez DNI 39313958, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-04-08, 3850, Diego Gomez DNI 17185972, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-01-15, 3851, Juan Diaz DNI 19383179, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-07-29, 3852, Ana Herrera DNI 45593196, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-03-26, 3853, Juan Mendez DNI 36957848, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-10-26, 3854, Lucia Herrera DNI 40940285, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-01-29, 3855, Sofia Mendez DNI 17505978, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-04-05, 3856, Ana Lopez DNI 30452949, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-12-24, 3857, Lucia Gomez DNI 12248548, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-04-04, 3858, Sofia Sosa DNI 46003651, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-01-09, 3859, Diego Diaz DNI 18157906, SUITE, Miguel Torcuato, 15, 450000, ALTA
