Fecha,NumeroReserva,Huesped,TipoHabitacion,Empleado,Noches,Total,Calidad
29/08/2025, 3915, Juan Mendez DNI 35649441, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
10/12/2025, 3916, Juan Herrera DNI 45173573, DOBLE, Miguel Torcuato, 1, 18000, BAJA
20/06/2025, 3917, Lucia Diaz DNI 20948642, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
05/01/2025, 3918, Sofia Diaz DNI 27996869, DOBLE, Miguel Torcuato, 4, 72000, BAJA
12/05/2025, 3919, Pedro Mendez DNI 11104734, DOBLE, Miguel Torcuato, 1, 18000, BAJA
25/12/2025, 3920, Valentina Fernandez DNI 17350026, SUITE, Miguel Torcuato, 7, 210000, ALTA
18/11/2025, 3921, Pedro Fernandez DNI 24395818, SUITE, Miguel Torcuato, 1, 30000, BAJA
22/09/2025, 3922, Marcos Perez DNI 34890025, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
12/03/2025, 3923, Carlos Fernandez DNI 34169447, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
06/10/2025, 3924, Sofia Fernandez DNI 11094511, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
20/05/2025, 3925, Ana Diaz DNI 35501925, SUITE, Miguel Torcuato, 14, 420000, ALTA
11/05/2025, 3926, Sofia Fernandez DNI 13975962, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
23/08/2025, 3927, Carlos Mendez DNI 43362539, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
01/02/2025, 3928, Ana Sosa DNI 38392874, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
19/04/2025, 3929, Laura Sosa DNI 21391324, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
23/12/2025, 3930, Valentina Diaz DNI 40774877, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
30/04/2025, 3931, Pedro Herrera DNI 17566588, SUITE, Miguel Torcuato, 9, 270000, ALTA
22/03/2025, 3932, Carlos Diaz DNI 11765570, SUITE, Miguel Torcuato, 4, 120000, MEDIA
03/11/2025, 3933, Diego Diaz DNI 23846872, SUITE, Miguel Torcuato, 12, 360000, ALTA
03/01/2025, 3934, Pedro Sosa DNI 33706605, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
25/10/2025, 3935, Diego Herrera DNI 40641868, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
09/06/2025, 3936, Sofia Torres DNI 28703826, DOBLE, Miguel Torcuato, 12, 216000, ALTA
27/06/2025, 3937, Pedro Torres DNI 34788647, SUITE, Miguel Torcuato, 14, 420000, ALTA
01/02/2025, 3938, Juan Torres DNI 46273332, SUITE, Miguel Torcuato, 3, 90000, BAJA
10/03/2025, 3939, Pedro Perez DNI 43996529, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
06/02/2025, 3940, Diego Mendez DNI 24921412, DOBLE, Miguel Torcuato, 12, 216000, ALTA
16/05/2025, 3941, Laura Torres DNI 32567765, DOBLE, Miguel Torcuato, 1, 18000, BAJA
09/06/2025, 3942, Sofia Fernandez DNI 10240590, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
26/03/2025, 3943, Laura Perez DNI 43859874, SUITE, Miguel Torcuato, 13, 390000, ALTA
14/08/2025, 3944, Sofia Torres DNI 22785942, DOBLE, Miguel Torcuato, 2, 36000, BAJA
18/11/2025, 3945, Juan Perez DNI 27353332, DOBLE, Miguel Torcuato, 3, 54000, BAJA
06/01/2025, 3946, Laura Gomez DNI 45301707, SUITE, Miguel Torcuato, 1, 30000, BAJA
13/06/2025, 3947, Laura Ruiz DNI 17784056, SUITE, Miguel Torcuato, 1, 30000, BAJA
24/07/2025, 3948, Sofia Gomez DNI 11616537, SUITE, Miguel Torcuato, 8, 240000, ALTA
01/10/2025, 3949, Lucia Mendez DNI 38067029, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
22/11/2025, 3950, Valentina Lopez DNI 33106794, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
04/12/2025, 3951, Juan Torres DNI 28424366, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
23/04/2025, 3952, Valentina Herrera DNI 42056878, DOBLE, Miguel Torcuato, 14, 252000, ALTA
22/01/2025, 3953, Ana Fernandez DNI 47508044, SUITE, Miguel Torcuato, 15, 450000, ALTA
19/12/2025, 3954, Diego Perez DNI 41769310, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
01/10/2025, 3955, Ana Mendez DNI 39207138, DOBLE, Miguel Torcuato, 15, 270000, ALTA
30/12/2025, 3956, Juan Mendez DNI 49708809, SUITE, Miguel Torcuato, 13, 390000, ALTA
12/06/2025, 3957, Ana Lopez DNI 13667441, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
14/07/2025, 3958, Lucia Gomez DNI 48776461, SUITE, Miguel Torcuato, 12, 360000, ALTA
10/04/2025, 3959, Diego Fernandez DNI 29257554, SUITE, Miguel Torcuato, 4, 120000, MEDIA
03/05/2025, 3960, Marcos Perez DNI 26485103, SUITE, Miguel Torcuato, 11, 330000, ALTA
23/10/2025, 3961, Laura Perez DNI 15552603, DOBLE, Miguel Torcuato, 4, 72000, BAJA
22/04/2025, 3962, Diego Gomez DNI 29252557, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
18/09/2025, 3963, Valentina Perez DNI 19906593, DOBLE, Miguel Torcuato, 2, 36000, BAJA
17/05/2025, 3964, Valentina Lopez DNI 46154871, DOBLE, Miguel Torcuato, 12, 216000, ALTA
03/12/2025, 3965, Diego Gomez DNI 34691939, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
09/08/2025, 3966, Laura Fernandez DNI 20990886, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
17/05/2025, 3967, Sofia Herrera DNI 34843280, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
26/11/2025, 3968, Sofia Mendez DNI 21514445, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
25/07/2025, 3969, Marcos Ruiz DNI 25043048, DOBLE, Miguel Torcuato, 14, 252000, ALTA
05/10/2025, 3970, Diego Gomez DNI 26306067, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
23/12/2025, 3971, Juan Torres DNI 39640518, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
01/03/2025, 3972, Sofia Ruiz DNI 33931754, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
29/09/2025, 3973, Pedro Herrera DNI 20821125, SUITE, Miguel Torcuato, 13, 390000, ALTA
05/02/2025, 3974, Lucia Herrera DNI 23434434, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
23/07/2025, 3975, Laura Diaz DNI 21936009, DOBLE, Miguel Torcuato, 14, 252000, ALTA
07/06/2025, 3976, Ana Torres DNI 19428574, SUITE, Miguel Torcuato, 7, 210000, ALTA
08/09/2025, 3977, Carlos Herrera DNI 34941405, SUITE, Miguel Torcuato, 6, 180000, MEDIA
06/12/2025, 3978, Sofia Ruiz DNI 21303376, SUITE, Miguel Torcuato, 1, 30000, BAJA
26/05/2025, 3979, Lucia Torres DNI 37366018, DOBLE, Miguel Torcuato, 1, 18000, BAJA
07/02/2025, 3980, Pedro Torres DNI 41433352, SUITE, Miguel Torcuato, 15, 450000, ALTA
29/01/2025, 3981, Juan Lopez DNI 41310800, DOBLE, Miguel Torcuato, 15, 270000, ALTA
18/08/2025, 3982, Pedro Torres DNI 31721230, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
15/02/2025, 3983, Diego Herrera DNI 14669694, SUITE, Miguel Torcuato, 10, 300000, ALTA
16/08/2025, 3984, Juan Sosa DNI 36603097, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
25/08/2025, 3985, Carlos Ruiz DNI 46161476, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
15/12/2025, 3986, Valentina Mendez DNI 34465727, SUITE, Miguel Torcuato, 7, 210000, ALTA
10/11/2025, 3987, Diego Fernandez DNI 43789096, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
13/07/2025, 3988, Carlos Fernandez DNI 21250709, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
26/11/2025, 3989, Pedro Mendez DNI 33268062, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
31/12/2025, 3990, Valentina Ruiz DNI 13502040, DOBLE, Miguel Torcuato, 13, 234000, ALTA
27/08/2025, 3991, Valentina Herrera DNI 26486225, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
26/05/2025, 3992, Carlos Fernandez DNI 29342481, SUITE, Miguel Torcuato, 9, 270000, ALTA
09/05/2025, 3993, Carlos Perez DNI 16373575, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
03/11/2025, 3994, Pedro Sosa DNI 19288256, SUITE, Miguel Torcuato, 1, 30000, BAJA
26/07/2025, 3995, Ana Lopez DNI 36812713, DOBLE, Miguel Torcuato, 15, 270000, ALTA
11/10/2025, 3996, Lucia Perez DNI 40057463, SUITE, Miguel Torcuato, 7, 210000, ALTA
03/12/2025, 3997, Valentina Ruiz DNI 37604456, DOBLE, Miguel Torcuato, 4, 72000, BAJA
16/11/2025, 3998, Carlos Sosa DNI 24885134, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
07/08/2025, 3999, Marcos Sosa DNI 44552707, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
19/12/2025, 4000, Lucia Torres DNI 36007678, SUITE, Miguel Torcuato, 13, 390000, ALTA
09/07/2025, 4001, Valentina Fernandez DNI 41220270, DOBLE, Miguel Torcuato, 15, 270000, ALTA
19/12/2025, 4002, Marcos Mendez DNI 27868879, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
01/03/2025, 4003, Marcos Perez DNI 18576405, SUITE, Miguel Torcuato, 6, 180000, MEDIA
02/11/2025, 4004, Sofia Herrera DNI 17865651, SUITE, Miguel Torcuato, 12, 360000, ALTA
09/01/2025, 4005, Sofia Gomez DNI 33893959, DOBLE, Miguel Torcuato, 3, 54000, BAJA
20/09/2025, 4006, Ana Mendez DNI 25981117, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
09/01/2025, 4007, Carlos Lopez DNI 43796407, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
02/09/2025, 4008, Lucia Lopez DNI 14782260, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
16/10/2025, 4009, Lucia Lopez DNI 18828387, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
26/06/2025, 4010, Diego Ruiz DNI 25763977, SUITE, Miguel Torcuato, 5, 150000, MEDIA
04/11/2025, 4011, Pedro Herrera DNI 16742944, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
12/07/2025, 4012, Sofia Gomez DNI 49402480, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
22/08/2025, 4013, Laura Herrera DNI 19577260, SUITE, Miguel Torcuato, 3, 90000, BAJA
21/11/2025, 4014, Marcos Diaz DNI 18298799, SUITE, Miguel Torcuato, 4, 120000, MEDIA
10/05/2025, 4015, Laura Ruiz DNI 46028405, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
30/05/2025, 4016, Juan Diaz DNI 32145882, SUITE, Miguel Torcuato, 5, 150000, MEDIA
11/12/2025, 4017, Valentina Torres DNI 49853773, SUITE, Miguel Torcuato, 7, 210000, ALTA
21/12/2025, 4018, Ana Herrera DNI 11626845, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
04/08/2025, 4019, Sofia Gomez DNI 39779900, DOBLE, Miguel Torcuato, 4, 72000, BAJA
26/06/2025, 4020, Valentina Mendez DNI 33185722, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
17/12/2025, 4021, Laura Ruiz DNI 19838694, SUITE, Miguel Torcuato, 10, 300000, ALTA
20/10/2025, 4022, Sofia Lopez DNI 47018019, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
02/02/2025, 4023, Valentina Mendez DNI 46911003, SUITE, Miguel Torcuato, 3, 90000, BAJA
03/05/2025, 4024, Laura Ruiz DNI 24176282, SUITE, Miguel Torcuato, 14, 420000, ALTA
01/01/2025, 4025, Lucia Lopez DNI 26475524, SUITE, Miguel Torcuato, 11, 330000, ALTA
15/04/2025, 4026, Laura Torres DNI 33855659, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
25/09/2025, 4027, Valentina Ruiz DNI 18937074, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
31/01/2025, 4028, Laura Perez DNI 47584207, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
02/12/2025, 4029, Lucia Sosa DNI 15014605, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
12/07/2025, 4030, Sofia Diaz DNI 19791207, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
31/03/2025, 4031, Pedro Sosa DNI 41555230, DOBLE, Miguel Torcuato, 2, 36000, BAJA
17/04/2025, 4032, Carlos Gomez DNI 11562075, SUITE, Miguel Torcuato, 11, 330000, ALTA
22/06/2025, 4033, Diego Herrera DNI 19542466, DOBLE, Miguel Torcuato, 5, 90000, BAJA
26/08/2025, 4034, Laura Fernandez DNI 44933717, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
12/07/2025, 4035, Marcos Fernandez DNI 10802228, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
09/11/2025, 4036, Diego Ruiz DNI 10640038, SUITE, Miguel Torcuato, 15, 450000, ALTA
28/11/2025, 4037, Juan Mendez DNI 44004222, DOBLE, Miguel Torcuato, 2, 36000, BAJA
02/04/2025, 4038, Carlos Diaz DNI 22924475, SUITE, Miguel Torcuato, 11, 330000, ALTA
24/04/2025, 4039, Sofia Lopez DNI 14313155, SUITE, Miguel Torcuato, 5, 150000, MEDIA
23/12/2025, 4040, Carlos Ruiz DNI 22041156, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
04/07/2025, 4041, Diego Torres DNI 16097908, SUITE, Miguel Torcuato, 3, 90000, BAJA
10/01/2025, 4042, Diego Diaz DNI 24636139, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
12/06/2025, 4043, Sofia Mendez DNI 34392597, SUITE, Miguel Torcuato, 6, 180000, MEDIA
14/01/2025, 4044, Sofia Mendez DNI 31525812, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
16/06/2025, 4045, Marcos Diaz DNI 48753843, SUITE, Miguel Torcuato, 8, 240000, ALTA
20/02/2025, 4046, Sofia Torres DNI 22884351, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
16/07/2025, 4047, Juan Ruiz DNI 24921580, SUITE, Miguel Torcuato, 5, 150000, MEDIA
03/04/2025, 4048, Diego Diaz DNI 36797470, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
28/12/2025, 4049, Marcos Gomez DNI 15639971, DOBLE, Miguel Torcuato, 13, 234000, ALTA
08/05/2025, 4050, Laura Ruiz DNI 35683740, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
02/06/2025, 4051, Laura Fernandez DNI 46002760, SUITE, Miguel Torcuato, 8, 240000, ALTA
09/07/2025, 4052, Carlos Mendez DNI 38415123, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
05/10/2025, 4053, Valentina Ruiz DNI 18355656, DOBLE, Miguel Torcuato, 4, 72000, BAJA
13/07/2025, 4054, Carlos Ruiz DNI 48145329, SUITE, Miguel Torcuato, 15, 450000, ALTA
08/01/2025, 4055, Juan Herrera DNI 20424478, SUITE, Miguel Torcuato, 11, 330000, ALTA
10/12/2025, 4056, Pedro Diaz DNI 14455888, DOBLE, Miguel Torcuato, 3, 54000, BAJA
17/07/2025, 4057, Diego Perez DNI 45126781, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
30/01/2025, 4058, Carlos Torres DNI 38609975, SUITE, Miguel Torcuato, 12, 360000, ALTA
08/02/2025, 4059, Laura Perez DNI 44143648, DOBLE, Miguel Torcuato, 15, 270000, ALTA
14/03/2025, 4060, Juan Gomez DNI 46412153, DOBLE, Miguel Torcuato, 15, 270000, ALTA
21/02/2025, 4061, Juan Perez DNI 10073529, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
28/09/2025, 4062, Valentina Ruiz DNI 10133745, DOBLE, Miguel Torcuato, 15, 270000, ALTA
15/05/2025, 4063, Carlos Diaz DNI 33980539, DOBLE, Miguel Torcuato, 3, 54000, BAJA
30/06/2025, 4064, Carlos Diaz DNI 49760736, SUITE, Miguel Torcuato, 13, 390000, ALTA
12/05/2025, 4065, Juan Fernandez DNI 28388812, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
06/07/2025, 4066, Sofia Perez DNI 49965357, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
30/07/2025, 4067, Diego Perez DNI 16711314, SUITE, Miguel Torcuato, 13, 390000, ALTA
03/09/2025, 4068, Diego Herrera DNI 13275711, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
02/12/2025, 4069, Marcos Lopez DNI 14308641, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
06/10/2025, 4070, Laura Diaz DNI 10453376, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
30/01/2025, 4071, Valentina Ruiz DNI 38591942, SUITE, Miguel Torcuato, 10, 300000, ALTA
10/11/2025, 4072, Valentina Ruiz DNI 16764536, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
07/06/2025, 4073, Diego Ruiz DNI 43909628, DOBLE, Miguel Torcuato, 1, 18000, BAJA
24/01/2025, 4074, Lucia Mendez DNI 20705676, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
07/03/2025, 4075, Ana Mendez DNI 35566129, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
31/12/2025, 4076, Sofia Torres DNI 19581786, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
17/11/2025, 4077, Diego Diaz DNI 32159803, SUITE, Miguel Torcuato, 7, 210000, ALTA
05/11/2025, 4078, Lucia Fernandez DNI 35736508, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
15/10/2025, 4079, Valentina Torres DNI 15497829, SUITE, Miguel Torcuato, 6, 180000, MEDIA
20/05/2025, 4080, Carlos Perez DNI 37406814, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
17/04/2025, 4081, Pedro Ruiz DNI 36643608, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
23/04/2025, 4082, Laura Mendez DNI 30932228, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
25/02/2025, 4083, Sofia Diaz DNI 27926832, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
07/05/2025, 4084, Laura Ruiz DNI 39225188, SUITE, Miguel Torcuato, 2, 60000, BAJA
10/01/2025, 4085, Valentina Ruiz DNI 23751396, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
16/02/2025, 4086, Lucia Mendez DNI 41047716, SUITE, Miguel Torcuato, 5, 150000, MEDIA
12/02/2025, 4087, Marcos Perez DNI 48944985, DOBLE, Miguel Torcuato, 15, 270000, ALTA
24/06/2025, 4088, Juan Perez DNI 11567737, SUITE, Miguel Torcuato, 12, 360000, ALTA
19/09/2025, 4089, Ana Herrera DNI 44613324, SUITE, Miguel Torcuato, 1, 30000, BAJA
19/08/2025, 4090, Lucia Torres DNI 36343269, DOBLE, Miguel Torcuato, 1, 18000, BAJA
06/09/2025, 4091, Carlos Sosa DNI 41050979, DOBLE, Miguel Torcuato, 12, 216000, ALTA
06/03/2025, 4092, Juan Herrera DNI 40711571, SUITE, Miguel Torcuato, 13, 390000, ALTA
04/10/2025, 4093, Carlos Fernandez DNI 29594775, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
31/03/2025, 4094, Lucia Sosa DNI 24409561, SUITE, Miguel Torcuato, 3, 90000, BAJA
23/02/2025, 4095, Diego Herrera DNI 23402823, SUITE, Miguel Torcuato, 13, 390000, ALTA
02/06/2025, 4096, Carlos Perez DNI 45800018, SUITE, Miguel Torcuato, 7, 210000, ALTA
17/01/2025, 4097, Ana Herrera DNI 36984420, DOBLE, Miguel Torcuato, 1, 18000, BAJA
05/03/2025, 4098, Valentina Herrera DNI 16437534, SUITE, Miguel Torcuato, 11, 330000, ALTA
05/07/2025, 4099, Juan Torres DNI 30831677, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
31/10/2025, 4100, Pedro Fernandez DNI 36431295, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
12/08/2025, 4101, Lucia Herrera DNI 12126831, DOBLE, Miguel Torcuato, 13, 234000, ALTA
11/07/2025, 4102, Juan Gomez DNI 12282778, DOBLE, Miguel Torcuato, 12, 216000, ALTA
28/07/2025, 4103, Marcos Sosa DNI 21193330, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
01/07/2025, 4104, Pedro Mendez DNI 47015749, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
26/07/2025, 4105, Carlos Herrera DNI 21398569, DOBLE, Miguel Torcuato, 2, 36000, BAJA
06/06/2025, 4106, Juan Ruiz DNI 24691128, SUITE, Miguel Torcuato, 14, 420000, ALTA
29/06/2025, 4107, Laura Lopez DNI 36499477, SUITE, Miguel Torcuato, 2, 60000, BAJA
18/01/2025, 4108, Juan Lopez DNI 28982370, DOBLE, Miguel Torcuato, 14, 252000, ALTA
30/06/2025, 4109, Lucia Gomez DNI 26483222, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
23/06/2025, 4110, Lucia Mendez DNI 10436397, SUITE, Miguel Torcuato, 10, 300000, ALTA
13/11/2025, 4111, Valentina Ruiz DNI 49324607, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
19/01/2025, 4112, Lucia Diaz DNI 27320708, DOBLE, Miguel Torcuato, 3, 54000, BAJA
25/01/2025, 4113, Juan Fernandez DNI 10648341, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
23/07/2025, 4114, Carlos Perez DNI 20467897, SUITE, Miguel Torcuato, 8, 240000, ALTA
18/03/2025, 4115, Pedro Gomez DNI 30619842, DOBLE, Miguel Torcuato, 1, 18000, BAJA
27/01/2025, 4116, Ana Torres DNI 44328334, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
31/08/2025, 4117, Marcos Perez DNI 24293488, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
12/11/2025, 4118, Pedro Diaz DNI 19771096, SUITE, Miguel Torcuato, 9, 270000, ALTA
13/11/2025, 4119, Lucia Mendez DNI 12020665, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
29/06/2025, 4120, Lucia Sosa DNI 17802053, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
26/12/2025, 4121, Juan Herrera DNI 12851266, SUITE, Miguel Torcuato, 8, 240000, ALTA
12/01/2025, 4122, Marcos Lopez DNI 26530375, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
28/12/2025, 4123, Marcos Perez DNI 11660143, SUITE, Miguel Torcuato, 1, 30000, BAJA
05/02/2025, 4124, Lucia Sosa DNI 27737105, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
05/02/2025, 4125, Pedro Lopez DNI 11940921, SUITE, Miguel Torcuato, 7, 210000, ALTA
23/03/2025, 4126, Carlos Torres DNI 39344326, DOBLE, Miguel Torcuato, 5, 90000, BAJA
26/12/2025, 4127, Lucia Gomez DNI 30544164, DOBLE, Miguel Torcuato, 12, 216000, ALTA
06/06/2025, 4128, Carlos Diaz DNI 49419450, DOBLE, Miguel Torcuato, 13, 234000, ALTA
31/07/2025, 4129, Juan Gomez DNI 13075541, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
01/09/2025, 4130, Lucia Gomez DNI 36076505, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
04/04/2025, 4131, Diego Mendez DNI 11058632, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
22/02/2025, 4132, Laura Lopez DNI 37348908, DOBLE, Miguel Torcuato, 4, 72000, BAJA
08/11/2025, 4133, Lucia Herrera DNI 19673511, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
12/10/2025, 4134, Laura Fernandez DNI 35938179, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
06/09/2025, 4135, Laura Herrera DNI 15870351, SUITE, Miguel Torcuato, 5, 150000, MEDIA
03/06/2025, 4136, Laura Diaz DNI 25363116, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
20/07/2025, 4137, Carlos Perez DNI 27182111, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
17/01/2025, 4138, Sofia Fernandez DNI 34324474, SUITE, Miguel Torcuato, 6, 180000, MEDIA
22/05/2025, 4139, Lucia Diaz DNI 28368284, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
29/10/2025, 4140, Ana Perez DNI 18943163, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
12/07/2025, 4141, Ana Perez DNI 37321166, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
25/08/2025, 4142, Marcos Diaz DNI 31368338, DOBLE, Miguel Torcuato, 4, 72000, BAJA
18/01/2025, 4143, Carlos Lopez DNI 24038382, SUITE, Miguel Torcuato, 1, 30000, BAJA
18/04/2025, 4144, Marcos Diaz DNI 26770474, SUITE, Miguel Torcuato, 4, 120000, MEDIA
11/10/2025, 4145, Pedro Herrera DNI 34469117, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
13/10/2025, 4146, Diego Herrera DNI 11506852, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
18/02/2025, 4147, Diego Perez DNI 35363272, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
09/12/2025, 4148, Valentina Herrera DNI 21100935, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
04/11/2025, 4149, Juan Perez DNI 40916178, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
26/10/2025, 4150, Laura Mendez DNI 43018281, DOBLE, Miguel Torcuato, 13, 234000, ALTA
28/02/2025, 4151, Sofia Sosa DNI 26719160, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
18/06/2025, 4152, Juan Ruiz DNI 15241740, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
26/09/2025, 4153, Diego Fernandez DNI 32994014, SUITE, Miguel Torcuato, 13, 390000, ALTA
22/06/2025, 4154, Diego Mendez DNI 13611781, DOBLE, Miguel Torcuato, 5, 90000, BAJA
18/02/2025, 4155, Pedro Mendez DNI 46869600, DOBLE, Miguel Torcuato, 2, 36000, BAJA
28/12/2025, 4156, Pedro Diaz DNI 29965260, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
09/12/2025, 4157, Marcos Mendez DNI 24145697, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
10/03/2025, 4158, Juan Fernandez DNI 24229523, SUITE, Miguel Torcuato, 6, 180000, MEDIA
15/06/2025, 4159, Lucia Lopez DNI 24970423, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
11/04/2025, 4160, Sofia Mendez DNI 11936700, DOBLE, Miguel Torcuato, 2, 36000, BAJA
09/08/2025, 4161, Lucia Lopez DNI 14006379, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
27/06/2025, 4162, Sofia Gomez DNI 38649515, DOBLE, Miguel Torcuato, 2, 36000, BAJA
19/04/2025, 4163, Pedro Fernandez DNI 42449252, DOBLE, Miguel Torcuato, 15, 270000, ALTA
22/04/2025, 4164, Carlos Gomez DNI 18567362, DOBLE, Miguel Torcuato, 12, 216000, ALTA
28/04/2025, 4165, Valentina Gomez DNI 13242859, DOBLE, Miguel Torcuato, 12, 216000, ALTA
04/04/2025, 4166, Laura Mendez DNI 37388403, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
26/04/2025, 4167, Ana Mendez DNI 10573266, DOBLE, Miguel Torcuato, 15, 270000, ALTA
